constituency_geographic_code,country_name,constituency_name,result_summary_2024,con_2024,lab_2024,ruk_2024,turnout_2024,prev_con_2024,prev_lab_2024,con_lost_2024,con_2019,lab_2019,turnout_2019,pct_age_18_24,pct_age_65_plus,pct_born_outside_uk,pct_christian,pct_no_religion,pct_owner_occupiers,pct_no_qualifications,pct_higher_education,pct_white,pct_lgb_plus,hanretty_leave,DIF_Cons,DIF_Turnout
E14001553,England,Tottenham,Lab hold,0.057786,0.574524,0.039902,0.528917345137407,0,1,0,0.11102362,0.7778653,0.601832350463353,0.094794311,0.087522198,0.506739989,0.409951789,0.252258268,0.27163285,0.224443734,0.411504546,0.470279592,0.057359298,0.339724881,-0.05323762,-0.0729150053259462
E14001554,England,Truro and Falmouth,Lab gain from Con,0.251313,0.413477,0.122613,0.688717766024499,1,0,1,0.46833882,0.38752764,0.752502522979571,0.11102563,0.236710648,0.069377942,0.436797842,0.476087094,0.648319914,0.130028494,0.372130352,0.952112089,0.041807685,0.46899054,-0.21702582,-0.0637847569550715
E14001555,England,Tunbridge Wells,LD gain from Con,0.276018,0.11388,0.119521,0.688993878432269,1,0,1,0.55112535,0.14817932,0.726603113823408,0.058646659,0.190281519,0.139259587,0.49318005,0.405621004,0.64960346,0.133576867,0.415011586,0.91218485,0.025003547,0.445748391,-0.27510735,-0.0376092353911391
E14001556,England,Twickenham,LD hold,0.16273,0.124788,0.076293,0.715324086423046,0,0,0,0.338326,0.086560875,0.768912490611288,0.064641759,0.159042206,0.256393584,0.44668561,0.393487679,0.645734006,0.094413004,0.582314446,0.811629378,0.033186613,0.323059191,-0.175596,-0.0535884041882414
E14001557,England,Tynemouth,Lab hold,0.186625,0.505824,0.15267,0.661502308932426,0,1,0,0.4022247,0.46733406,0.73868149324861,0.059065617,0.223769029,0.053590733,0.468200143,0.458888002,0.66880376,0.156513768,0.375014322,0.951371178,0.030428029,0.466900544,-0.2155997,-0.0771791843161839
E14001558,England,Uxbridge and South Ruislip,Lab gain from Con,0.348739,0.361524,0.143965,0.614275202354673,1,0,1,0.52601314,0.36967823,0.676714373284294,0.106992859,0.132099548,0.328161449,0.430187946,0.238963256,0.597032861,0.157355197,0.38751653,0.574860774,0.025040995,0.578450977,-0.17727414,-0.0624391709296216
E14001559,England,Vauxhall and Camberwell Green,Lab hold,0.074835,0.573529,0.054161,0.538907712628496,0,1,0,0.1452627,0.6045004,0.663475962568755,0.120495103,0.089478574,0.440216391,0.452960931,0.345653205,0.234718185,0.146352469,0.532876851,0.489658808,0.101952645,0.241887464,-0.0704277,-0.124568249940259
E14001560,England,Wakefield and Rothwell,Lab gain from Con,0.180096,0.437156,0.207276,0.541596174084485,1,0,1,0.4485772,0.39508688,0.663705926887303,0.06986636,0.174571588,0.13408591,0.458487772,0.392166294,0.596754223,0.22602652,0.271022271,0.863574677,0.031047729,0.617373256,-0.2684812,-0.122109752802818
E14001561,England,Wallasey,Lab hold,0.116666,0.577224,0.156225,0.577009260009179,0,1,0,0.25931612,0.6366621,0.70454732115969,0.065315222,0.207901286,0.046331814,0.520060144,0.404593768,0.63040711,0.192052475,0.270599751,0.956476887,0.033177826,0.530934622,-0.14265012,-0.127538061150511
E14001562,England,Walsall and Bloxwich,Lab gain from Con,0.179586,0.336479,0.196096,0.496204186735334,1,0,1,0.49206662,0.44415954,0.609488953597094,0.089414332,0.140360896,0.219619473,0.380334996,0.264833994,0.48138648,0.288767484,0.232426152,0.587154243,0.023852617,0.649534347,-0.31248062,-0.11328476686176
E14001563,England,Walthamstow,Lab hold,0.051524,0.59499,0.040203,0.613207293820662,0,1,0,0.12251991,0.76102203,0.682052295144425,0.07417845,0.079904592,0.407391056,0.350694756,0.300015521,0.452454022,0.175571337,0.468031958,0.504848182,0.054417836,0.35945674,-0.07099591,-0.0688450013237633
E14001564,England,Warrington North,Lab hold,0.161984,0.467771,0.238256,0.567144941289783,0,1,0,0.40935847,0.44186395,0.643344851416724,0.070732363,0.191720299,0.091987075,0.568337731,0.350985566,0.649490211,0.187728223,0.282404493,0.945397198,0.026518252,0.577851101,-0.24737447,-0.0761999101269408
E14001565,England,Warrington South,Lab hold,0.238786,0.467084,0.159305,0.633619919891828,0,1,0,0.44353303,0.4447339,0.706285311655945,0.066906673,0.185168791,0.099619317,0.567484361,0.338464414,0.709994476,0.150440137,0.354983405,0.9234389,0.024785338,0.527055514,-0.20474703,-0.072665391764117
E14001566,England,Warwick and Leamington,Lab hold,0.23503,0.487317,0.10476,0.644847563373267,0,1,0,0.41074166,0.43313286,0.692046659597031,0.103513014,0.167733371,0.18637112,0.417492391,0.408531902,0.603339781,0.136252985,0.445135954,0.820432003,0.035780312,0.419401769,-0.17571166,-0.0471990962237642
E14001567,England,Washington and Gateshead South,Lab hold,0.125712,0.477621,0.290889,0.52162824775968,0,1,0,0.33732182,0.43118653,0.584521072796935,0.070073394,0.210875865,0.035660227,0.518278819,0.422163002,0.572397002,0.23065973,0.22339985,0.969586111,0.023889019,0.632502046,-0.21160982,-0.062892825037255
E14001568,England,Watford,Lab gain from Con,0.247104,0.353346,0.110899,0.608139534883721,1,0,1,0.41999668,0.39308047,0.684340285649513,0.070478748,0.127097582,0.332244875,0.442961969,0.249965987,0.55901275,0.15634448,0.411761338,0.616110265,0.026797985,0.504618741,-0.17289268,-0.0762007507657916
E14001569,England,Waveney Valley,Green gain from Con,0.303085,0.094168,0.158522,0.671703898379325,1,0,1,0.62203586,0.18592043,0.726963425007088,0.056121176,0.292272284,0.05358645,0.508872586,0.416881158,0.718816658,0.20105623,0.282362018,0.976382072,0.021643409,0.55634429,-0.31895086,-0.0552595266277628
E14001570,England,Weald of Kent,Con hold,0.398367,0.232292,0.201294,0.667377314540645,1,0,0,0.7196085,0.14055829,0.708201397803452,0.05917198,0.252175599,0.071543937,0.538157455,0.385990801,0.740942786,0.167097634,0.326033015,0.957819802,0.021364953,0.560178619,-0.3212415,-0.0408240832628066
E14001571,England,Wellingborough and Rushden,Lab gain from Con,0.278459,0.403183,0.214982,0.567240979082304,1,0,1,0.62352264,0.28260776,0.6135987165608,0.071232316,0.18011257,0.173065672,0.458483016,0.426649475,0.628842311,0.216918302,0.240045946,0.866040179,0.025170917,0.648444246,-0.34506364,-0.0463577374784966
E14001572,England,Wells and Mendip Hills,LD gain from Con,0.248193,0.070025,0.131254,0.684924800783269,1,0,1,0.5612587,0.10765224,0.808112480849906,0.059714463,0.266779527,0.065861568,0.506669977,0.414565605,0.752773834,0.150221983,0.360110319,0.972269808,0.021538504,0.484383757,-0.3130657,-0.123187680066638
E14001573,England,Welwyn Hatfield,Lab gain from Con,0.331813,0.410216,0.132019,0.643843261271077,1,0,1,0.52489525,0.31691024,0.694935265311599,0.125001099,0.152016246,0.224604548,0.465591209,0.374918681,0.552138702,0.14294527,0.373229148,0.783996202,0.030975031,0.527524016,-0.19308225,-0.0510920040405214
E14001574,England,West Bromwich,Lab gain from Con,0.200598,0.462487,0.194649,0.492819993245525,1,0,1,0.47320977,0.42124853,0.573041021521757,0.082078245,0.153920384,0.241455079,0.398519227,0.239421759,0.57405158,0.272208369,0.23968795,0.543836891,0.021917432,0.678387242,-0.27261177,-0.080221028276232
E14001575,England,West Dorset,LD gain from Con,0.365174,0.058664,0,0.692189268138635,1,0,1,0.542698,0.09364676,0.766852367688022,0.054567213,0.320586381,0.069409877,0.527076121,0.384312091,0.675450571,0.145575,0.3619125,0.967827092,0.023875299,0.501957306,-0.177524,-0.074663099549387
E14001576,England,West Ham and Beckton,Lab hold,0.104022,0.452129,0.077033,0.460311027810141,0,1,0,0.16443235,0.7070245,0.572744014732965,0.102761988,0.069290191,0.522462924,0.448825668,0.177261035,0.268165281,0.197908683,0.419258002,0.383993987,0.039197796,0.520016386,-0.06041035,-0.112432986922824
E14001577,England,West Lancashire,Lab hold,0.19638,0.504638,0.178937,0.596644213766013,0,1,0,0.3631012,0.52139074,0.715024710802151,0.120010355,0.211095955,0.061849726,0.606991378,0.322597025,0.688664144,0.17813688,0.296700154,0.967343734,0.03012644,0.54638695,-0.1667212,-0.118380497036138
E14001578,England,West Suffolk,Con hold,0.342584,0.272243,0.208466,0.598366712035777,1,0,0,0.6432509,0.22174706,0.64714137691329,0.080458408,0.190896164,0.193413496,0.4819633,0.426245049,0.591517064,0.225514702,0.265705544,0.90811369,0.026334076,0.630382121,-0.3006669,-0.0487746648775137
E14001579,England,West Worcestershire,Con hold,0.36175,0.152413,0.144495,0.690091613456831,1,0,0,0.60679644,0.16506171,0.750671990396409,0.057801173,0.284128859,0.056074807,0.548562469,0.374531683,0.711270364,0.147171765,0.384457044,0.968408088,0.021318598,0.525676539,-0.24504644,-0.0605803769395784
E14001580,England,Westmorland and Lonsdale,LD gain from Con,0.193588,0.046555,0.097753,0.687681350567133,1,0,1,0.50162363,0.069225095,0.749426177373413,0.058899228,0.27949361,0.061867567,0.555120492,0.368657816,0.702053887,0.148911477,0.369944777,0.977563881,0.022726404,0.488422975,-0.30803563,-0.0617448268062807
E14001581,England,Weston-super-Mare,Lab gain from Con,0.28075,0.384761,0.182472,0.593730741217995,1,0,1,0.5713725,0.2812173,0.64862419049235,0.069337681,0.216246892,0.103964581,0.445864933,0.46633648,0.642279062,0.175108448,0.272899376,0.949820459,0.032118948,0.597177767,-0.2906225,-0.0548934492743549
E14001582,England,Wetherby and Easingwold,Con hold,0.394133,0.301403,0.139459,0.703218774389752,1,0,0,0.68185747,0.18249168,0.761276327758729,0.053024923,0.2551162,0.0513378,0.587503278,0.333723014,0.757615384,0.139232168,0.409330452,0.95905208,0.018115465,0.480328584,-0.28772447,-0.0580575533689777
E14001583,England,Whitehaven and Workington,Lab gain from Con,0.202079,0.529947,0.212404,0.571600316948551,1,0,1,0.4841905,0.44076243,0.672739660693602,0.065816063,0.223998194,0.028430158,0.63861301,0.298056666,0.686157712,0.216100981,0.251480632,0.981889196,0.022342604,0.6314094,-0.2821115,-0.101139343745052
E14001584,England,Widnes and Halewood,Lab hold,0.092009,0.616119,0.185198,0.543264776727812,0,1,0,0.20820183,0.6645131,0.666182177379525,0.071953583,0.1870122,0.044100479,0.648085208,0.289134717,0.647718698,0.21293201,0.252447226,0.961118884,0.023506693,0.543486498,-0.11619283,-0.122917400651713
E14001585,England,Wigan,Lab hold,0.105382,0.474364,0.240886,0.527470401609533,0,1,0,0.3177923,0.46716398,0.595738489822371,0.07140065,0.189842402,0.073946283,0.637849175,0.289083802,0.622877297,0.217000643,0.267301513,0.946844968,0.026079336,0.616067268,-0.2124103,-0.0682680882128376
E14001586,England,Wimbledon,LD gain from Con,0.221515,0.213385,0.05858,0.72032121990201,1,0,1,0.39768252,0.2080813,0.761940488471484,0.058976449,0.145615942,0.380728465,0.46327699,0.317019041,0.60959905,0.098822578,0.605102912,0.68817973,0.034209255,0.29324355,-0.17616752,-0.041619268569474
E14001587,England,Winchester,LD gain from Con,0.282395,0.052964,0.084046,0.729042394206083,1,0,1,0.5401574,0.0475505,0.834597855753033,0.104905985,0.212369953,0.116323679,0.490221157,0.416018403,0.651532671,0.106677789,0.464409843,0.932113244,0.035265359,0.396742098,-0.2577624,-0.10555546154695
E14001588,England,Windsor,Con hold,0.364297,0.221589,0.102993,0.616985300133635,1,0,0,0.5603726,0.1956587,0.673020527859238,0.102717426,0.162756929,0.261186828,0.480279238,0.283811207,0.603894709,0.129041628,0.415458182,0.734547357,0.029383177,0.486343046,-0.1960756,-0.0560352277256023
E14001589,England,Wirral West,Lab hold,0.263418,0.463574,0.128566,0.685782146681677,0,1,0,0.44361773,0.45173606,0.777056817236503,0.054429587,0.280819346,0.047257103,0.609337308,0.32162851,0.798164663,0.136466876,0.407129354,0.962426236,0.018455806,0.398220644,-0.18019973,-0.0912746705548256
E14001590,England,Witham,Con hold,0.372053,0.270379,0.195048,0.64061728551354,1,0,0,0.6674408,0.17480089,0.694140999680273,0.063346649,0.219916202,0.065385967,0.487415395,0.434420385,0.72090189,0.177533723,0.276328041,0.944368791,0.019947475,0.603553941,-0.2953878,-0.0535237141667334
E14001591,England,Witney,LD gain from Con,0.326052,0.094358,0.124684,0.670448520835542,1,0,1,0.58058107,0.15397531,0.697281631021387,0.065277963,0.196563885,0.106304854,0.50939264,0.412607833,0.653133691,0.133517775,0.376538063,0.948128133,0.026175167,0.469897763,-0.25452907,-0.0268331101858448
E14001592,England,Woking,LD gain from Con,0.265303,0.092304,0.101527,0.659800737299401,1,0,1,0.48257554,0.16729073,0.703611804229338,0.063546277,0.165557052,0.241950265,0.475885822,0.332624612,0.664390173,0.132476109,0.447234909,0.784362103,0.025306693,0.438492603,-0.21727254,-0.0438110669299365
E14001593,England,Wokingham,LD gain from Con,0.322191,0.067242,0.097668,0.71920034096055,1,0,1,0.5548608,0.09857849,0.783256211290667,0.0562626,0.184905007,0.15706312,0.480468313,0.385288878,0.754766584,0.099007234,0.478451593,0.864209363,0.020586424,0.409488641,-0.2326698,-0.0640558703301173
E14001594,England,Wolverhampton North East,Lab gain from Con,0.266154,0.429031,0.231938,0.47074878031535,1,0,1,0.5569204,0.35858357,0.561597751564962,0.078997723,0.16944758,0.163514462,0.486146457,0.327385622,0.564526428,0.266798803,0.219618668,0.724440264,0.023747569,0.697011945,-0.2907664,-0.0908489712496115
E14001595,England,Wolverhampton South East,Lab hold,0.169373,0.503265,0.228027,0.430885598853794,0,1,0,0.41182932,0.4739059,0.505080266895686,0.080359752,0.142865494,0.209109754,0.417405029,0.308675791,0.493601423,0.292541731,0.207969706,0.631812336,0.024320441,0.698652948,-0.24245632,-0.0741946680418918
E14001596,England,Wolverhampton West,Lab gain from Con,0.26257,0.442793,0.139222,0.560776354831666,1,0,1,0.47373277,0.45539677,0.673854376124458,0.081733372,0.178769561,0.253399742,0.416510585,0.240131375,0.593863455,0.220275991,0.316059157,0.552687867,0.025553906,0.556492614,-0.21116277,-0.113078021292792
E14001597,England,Worcester,Lab gain from Con,0.249935,0.40451,0.146038,0.614378561610015,1,0,1,0.5079964,0.37522104,0.688480683908668,0.099002561,0.176082645,0.127866655,0.488634941,0.39552907,0.614032734,0.173689067,0.33726214,0.899960914,0.035172357,0.536772433,-0.2580614,-0.0741021222986533
E14001598,England,Worsley and Eccles,Lab hold,0.159627,0.476624,0.215923,0.540963594979846,0,1,0,0.38530758,0.46522608,0.644386660599363,0.070790152,0.170119578,0.111194435,0.544804884,0.355334853,0.627802398,0.190293045,0.314075899,0.888982815,0.033719877,0.599522428,-0.22568058,-0.103423065619517
E14001599,England,Worthing West,Lab gain from Con,0.324921,0.402357,0.148283,0.661963421124366,1,0,1,0.55998856,0.2953006,0.688922968031143,0.058915537,0.266092484,0.108969687,0.46824426,0.436037301,0.691530435,0.169688456,0.308317758,0.926402053,0.035772958,0.547668283,-0.23506756,-0.0269595469067775
E14001600,England,Wycombe,Lab gain from Con,0.256379,0.359231,0.10684,0.608009262412314,1,0,1,0.43105432,0.39919388,0.653374019423428,0.078810458,0.142427065,0.248355788,0.403827337,0.301454539,0.624232864,0.16284491,0.382897241,0.648689863,0.025594671,0.481561466,-0.17467532,-0.0453647570111144
E14001601,England,Wyre Forest,Con hold,0.320851,0.30287,0.214403,0.583972377762547,1,0,0,0.65188587,0.22837761,0.656508472375511,0.063970711,0.252615418,0.049721009,0.533230978,0.386351334,0.687511032,0.217813938,0.260835117,0.958802621,0.022716791,0.631454747,-0.33103487,-0.0725360946129642
E14001602,England,Wythenshawe and Sale East,Lab hold,0.13779,0.526321,0.152969,0.503195442797073,0,1,0,0.3006993,0.5329654,0.581504722557846,0.06816756,0.14683002,0.16814986,0.478288925,0.388567741,0.495687078,0.207146736,0.334253729,0.800843769,0.035387086,0.476832017,-0.1629093,-0.0783092797607732
E14001603,England,Yeovil,LD gain from Con,0.234863,0.061325,0.156827,0.612527841037063,1,0,1,0.58152896,0.06316509,0.711686126012412,0.066057075,0.242832216,0.096868618,0.519919141,0.398945401,0.661376685,0.173831991,0.274637514,0.958616068,0.023463751,0.595844904,-0.34666596,-0.0991582849753488
E14001604,England,York Central,Lab hold,0.124253,0.566374,0.108972,0.544552962027226,0,1,0,0.2777933,0.56404936,0.669329628343175,0.215537517,0.138280056,0.14273159,0.374951954,0.51080809,0.523810575,0.126729998,0.384764316,0.90262563,0.079114496,0.391712309,-0.1535403,-0.124776666315949
E14001605,England,York Outer,Lab gain from Con,0.26944,0.453195,0.115681,0.670436060240332,1,0,1,0.4963105,0.299379,0.752887788778878,0.065457228,0.252517586,0.066844784,0.513618677,0.403653739,0.794482347,0.141393443,0.39164959,0.957104015,0.027087603,0.444687418,-0.2268705,-0.0824517285385462
N05000001,Northern Ireland,Belfast East,DUP hold,0,0,0,0.585679608321791,0,0,0,0,0,0.643957988469662,0.066806152,0.164595575,0.107858665,0.646040887,0.31354184,0.590747943,0.211565331,0.377842552,0.94691977,0.037013394,,0,-0.0582783801478709
N05000002,Northern Ireland,Belfast North,SF hold,0,0,0,0.544881465517241,0,0,0,0.00010386373,0,0.674494199405929,0.085350737,0.156568692,0.0889926,0.76541239,0.191869583,0.523281788,0.2744401,0.27301813,0.949204419,0.033985069,,-0.00010386373,-0.129612733888688
N05000003,Northern Ireland,Belfast South and Mid Down,SDLP hold,0,0,0,0.581827181634537,0,0,0,0.003503325,0,0.662271805273834,0.168820523,0.147148127,0.168874948,0.662127346,0.267950949,0.565276044,0.143089463,0.481932848,0.891649524,0.047111437,,-0.003503325,-0.0804446236392967
N05000004,Northern Ireland,Belfast West,SF hold,0,0,0,0.527473256709049,0,0,0,0.00095573324,0,0.596473908872235,0.08409494,0.144619649,0.057619155,0.863251757,0.103939908,0.487712269,0.311472957,0.234907613,0.963469447,0.028326705,,-0.00095573324,-0.069000652163186
N05000005,Northern Ireland,East Antrim,DUP hold,0,0,0,0.541253990341328,0,0,0,0.0250772,0,0.574182109357127,0.073426573,0.196165192,0.047415704,0.727159271,0.248746828,0.711797134,0.210637091,0.316188796,0.978546801,0.017353935,,-0.0250772,-0.0329281190157988
N05000006,Northern Ireland,East Londonderry,DUP hold,0.00453,0,0,0.545220389131784,0,0,0,0,0,0.569163447024774,0.080931403,0.191208791,0.053948338,0.828455245,0.150070194,0.65187485,0.255904518,0.299486773,0.984296147,0.015433249,,0.00453,-0.0239430578929896
N05000007,Northern Ireland,Fermanagh and South Tyrone,SF hold,0,0,0,0.656267667163489,0,0,0,0,0,0.691759441608724,0.073335242,0.17475042,0.148798182,0.883549512,0.090535826,0.679152673,0.271704548,0.304321454,0.958914578,0.012314313,,0,-0.0354917744452354
N05000008,Northern Ireland,Foyle,SDLP hold,0,0,0,0.521905954065527,0,0,0,0,0,0.63350980111604,0.081823507,0.153771054,0.074460348,0.880251583,0.092914988,0.515104686,0.2703299,0.311192052,0.973135692,0.025300591,,0,-0.111603847050512
N05000009,Northern Ireland,Lagan Valley,APNI gain from DUP,0,0,0,0.597085193610783,0,0,0,0.019209312,0,0.598792118639627,0.068172485,0.173297027,0.070172933,0.742951522,0.228908133,0.723078993,0.190091661,0.367002193,0.971136391,0.018455621,,-0.019209312,-0.00170692502884362
N05000010,Northern Ireland,Mid Ulster,SF hold,0,0,0,0.614121621621622,0,0,0,0,0,0.635346819984592,0.079217706,0.152648034,0.072014634,0.906728119,0.075339732,0.702445472,0.2633955,0.297760016,0.982990384,0.01080521,,0,-0.0212251983629704
N05000011,Northern Ireland,Newry and Armagh,SF hold,0.001807,0,0,0.58716323296355,0,0,0,0,0,0.624401689347724,0.077263128,0.157148226,0.126616373,0.885535053,0.091350026,0.664409384,0.261663051,0.304289311,0.98281876,0.012298268,,0.001807,-0.0372384563841742
N05000012,Northern Ireland,North Antrim,TUV gain from DUP,0,0,0,0.551360831090941,0,0,0,0.00041849245,0,0.570814304784655,0.073375323,0.190203783,0.069642014,0.813005624,0.158900917,0.663625781,0.271969842,0.277960526,0.986844132,0.012353979,,-0.00041849245,-0.0194534736937146
N05000013,Northern Ireland,North Down,Ind gain from APNI,0,0,0,0.585991743926372,0,0,0,0.04581706,0,0.607240243140374,0.060921795,0.228293291,0.067599591,0.643748723,0.329152196,0.714866803,0.172198004,0.381556102,0.972175898,0.021658756,,-0.04581706,-0.0212484992140017
N05000014,Northern Ireland,South Antrim,UUP gain from DUP,0,0,0,0.556827324872174,0,0,0,0.00042186183,0,0.595539178739916,0.076653514,0.167615558,0.062952108,0.760641846,0.215063461,0.728008711,0.209406257,0.315953749,0.972755141,0.018751034,,-0.00042186183,-0.0387118538677415
N05000015,Northern Ireland,South Down,SF hold,0.001017,0,0,0.593366383380548,0,0,0,0,0,0.627082985008081,0.076518153,0.168828331,0.066009768,0.877241327,0.104305438,0.700697478,0.222954145,0.318903989,0.987334164,0.013516817,,0.001017,-0.0337166016275334
N05000016,Northern Ireland,Strangford,DUP hold,0.003752,0,0,0.522093257296209,0,0,0,0.033664707,0,0.56848865420294,0.07064265,0.206426505,0.045652284,0.729300174,0.246757613,0.707351647,0.213938432,0.300616181,0.984656613,0.017173068,,-0.029912707,-0.0463953969067306
N05000017,Northern Ireland,Upper Bann,DUP hold,0,0,0,0.582874866152199,0,0,0,0,0,0.603385778690122,0.074096228,0.156279702,0.122692449,0.808995485,0.163242898,0.635731049,0.263401846,0.290929111,0.95820223,0.017186959,,0,-0.0205109125379233
N05000018,Northern Ireland,West Tyrone,SF hold,0.002083,0,0,0.588334298294039,0,0,0,0,0,0.62156229642847,0.079518797,0.171538847,0.074468843,0.914466165,0.064491228,0.661037582,0.288056296,0.289815535,0.988792698,0.011868642,,0.002083,-0.033227998134431
S14000021,Scotland,East Renfrewshire,Lab gain from SNP,0.169112,0.436717,0.046987,0.673049607375446,0,0,0,0.35137382,0.123832576,0.758741210817034,0.066692833,0.216129399,0.080727742,0.455589642,0.380227862,0.825098789,0.116245142,0.445834463,0.874725979,0.019029913,0.256814189,-0.18226182,-0.0856916034415888
S14000027,Scotland,Na h-Eileanan an Iar,Lab gain from SNP,0.047827,0.494678,0.051523,0.634372801875733,0,0,0,0.22214547,0.28272432,0.683619020635595,0.052218822,0.265837796,0.037729857,0.6362906,0.299475879,0.742313438,0.178250868,0.311442876,0.983396144,0.018627097,0.447627994,-0.17431847,-0.0492462187598625
S14000045,Scotland,Midlothian,Lab gain from SNP,0.073542,0.486358,0.074176,0.600443211789977,0,0,0,0.2170631,0.29713196,0.677166128352759,0.066851762,0.189853616,0.077152601,0.318100823,0.605391294,0.681492319,0.161167578,0.294780122,0.954629147,0.031066052,0.379409695,-0.1435211,-0.0767229165627821
S14000048,Scotland,North Ayrshire and Arran,Lab gain from SNP,0.140883,0.398017,0.080805,0.585540900022168,0,0,0,0.30848944,0.13917847,0.654372995597108,0.068382232,0.251641807,0.035084177,0.437829864,0.486707097,0.643714055,0.196814958,0.259445519,0.981215069,0.027892402,0.416595248,-0.16760644,-0.0688320955749402
S14000051,Scotland,Orkney and Shetland,LD hold,0.028326,0.072167,0.076663,0.604276200490712,0,0,0,0.09874784,0.066925734,0.665058580289456,0.058895514,0.233223567,0.047772455,0.332762341,0.596093524,0.682433388,0.161202846,0.30761176,0.97977164,0.03001584,0.402813083,-0.07042184,-0.060782379798744
S14000060,Scotland,Aberdeen North,SNP hold,0.139708,0.303433,0.089821,0.554428712545275,0,0,0,0.24549644,0.11979572,0.651888939462904,0.096760074,0.181451937,0.191741552,0.299036117,0.590380819,0.561435127,0.154035201,0.318652071,0.876092045,0.04219518,0.439461847,-0.10578844,-0.097460226917629
S14000061,Scotland,Aberdeen South,SNP hold,0.243823,0.247168,0.069026,0.599330126215601,0,0,0,0.34358913,0.08767309,0.654623824451411,0.137864268,0.159822974,0.229605314,0.315061526,0.56918629,0.559562115,0.097235582,0.441731839,0.855167099,0.061100307,0.342311034,-0.09976613,-0.0552936982358095
S14000062,Scotland,Aberdeenshire North and Moray East,SNP gain from Con,0.327668,0.101498,0.145648,0.54509121014017,1,0,1,0.48318842,0.041707523,0.641966846191509,0.066910574,0.227561541,0.072329586,0.353533076,0.572270268,0.675477954,0.209827537,0.208755039,0.981471043,0.021783619,0.544472089,-0.15552042,-0.0968756360513391
S14000063,Scotland,Airdrie and Shotts,Lab gain from SNP,0.046255,0.514673,0.081029,0.522315132694198,0,0,0,0.17264448,0.33111054,0.658023288838398,0.08010447,0.175180834,0.045144766,0.556390331,0.365287675,0.62199397,0.228813227,0.212619848,0.966208544,0.026319232,0.393874353,-0.12638948,-0.1357081561442
S14000064,Scotland,Alloa and Grangemouth,Lab gain from SNP,0.075896,0.437829,0.092328,0.582923033389927,0,0,0,0.24799597,0.14503482,0.631813464332665,0.070261109,0.198432286,0.053752473,0.352103128,0.572881248,0.644389495,0.182264941,0.24713436,0.968994082,0.030586193,0.440588745,-0.17209997,-0.048890430942738
S14000065,Scotland,Angus and Perthshire Glens,SNP hold,0.301428,0.143596,0.068556,0.617571868315334,0,0,0,0.39796984,0.04247794,0.73431940368283,0.058076039,0.263754311,0.065906056,0.384419583,0.542964179,0.658469476,0.166065244,0.305889903,0.979490443,0.024265908,0.452129608,-0.09654184,-0.116747535367496
S14000066,Scotland,Arbroath and Broughty Ferry,SNP hold,0.155065,0.333704,0.086135,0.579351009205636,0,0,0,0.30260533,0.1020835,0.67860955604739,0.064675818,0.23560835,0.062561092,0.349490872,0.573336547,0.677370765,0.166583843,0.295242713,0.967685982,0.026653899,0.36636487,-0.14754033,-0.0992585468417534
S14000067,Scotland,"Argyll, Bute and South Lochaber",SNP hold,0.208417,0.191365,0.067875,0.625202073694186,0,0,0,0.34510222,0.070810415,0.707420474988495,0.05523007,0.271904417,0.064824323,0.425695321,0.485512096,0.671379606,0.154648969,0.341044173,0.977191943,0.025764461,0.395357456,-0.13668522,-0.0822184012943089
S14000068,Scotland,Bathgate and Linlithgow,Lab gain from SNP,0.074741,0.470082,0.083775,0.582738796148784,0,0,0,0.24641548,0.18794079,0.658995115143057,0.065450042,0.184081551,0.076926148,0.390604325,0.53621823,0.648846226,0.164708026,0.284569034,0.96502409,0.031793337,0.410109646,-0.17167448,-0.0762563189942722
S14000069,Scotland,"Caithness, Sutherland and Easter Ross",LD gain from SNP,0.040393,0.074031,0.072967,0.617042089324239,0,0,0,0.17334977,0.053091805,0.70131563194232,0.058060415,0.253915327,0.054915737,0.372384763,0.548064099,0.684929401,0.175653879,0.286329346,0.980815123,0.023140106,0.479252595,-0.13295677,-0.0842735426180805
S14000070,Scotland,Coatbridge and Bellshill,Lab gain from SNP,0.035682,0.498076,0.067156,0.532992967922166,0,0,0,0.118616,0.36268955,0.632987159860427,0.083048117,0.173183652,0.04330066,0.577810542,0.343331052,0.611237338,0.228064586,0.212975825,0.963709992,0.028342764,0.397340236,-0.082934,-0.0999941919382619
S14000071,Scotland,Cowdenbeath and Kirkcaldy,Lab gain from SNP,0.078478,0.457245,0.07664,0.568084069872643,0,0,0,0.2223212,0.29485875,0.67039201467389,0.067181857,0.219422832,0.081144226,0.302069953,0.612952473,0.649389629,0.176154305,0.280926234,0.960263327,0.034327961,0.391218315,-0.1438432,-0.102307944801247
S14000072,Scotland,Cumbernauld and Kirkintilloch,Lab gain from SNP,0.04732,0.451801,0.077289,0.582459132906894,0,0,0,0.1502323,0.271281,0.683092704628856,0.078641411,0.193653386,0.04352443,0.465789216,0.449405054,0.688693424,0.171461054,0.264092327,0.961876894,0.028858102,0.3750268,-0.1029123,-0.100633571721962
S14000073,Scotland,Dumfries and Galloway,Con hold,0.295511,0.257062,0.094222,0.58281661807209,1,0,0,0.4380762,0.09377143,0.683033449123766,0.058513194,0.269332024,0.044528967,0.40016924,0.524153277,0.647352305,0.210476413,0.268313406,0.977968725,0.026450596,0.448318063,-0.1425652,-0.100216831051676
